405,Fortress Builders,(803) 787-3675,"Columbia, SC 29204",3400 Forest Dr,General ContractorsFlooring ContractorsConcrete Contractors,none,none
406,North American Dismantling & Demolition,none,none,none,General ContractorsEnvironmental & Ecological ConsultantsGrading Contractors,none,none
407,Paladin Construction,(803) 735-0225,"Columbia, SC 29203",124 Mcleod Rd,General ContractorsBuilding Contractors-Commercial & IndustrialHome Builders,none,none
408,Willm Construction,(803) 256-3755,"Columbia, SC 29209",951 True St,General ContractorsAltering & Remodeling ContractorsBuilding Contractors-Commercial & Industrial,none,none
409,East Richland County Public Sewage,(803) 776-4374,"Columbia, SC 29209",1050 Whitehouse Rd,General ContractorsBuilding Contractors-Commercial & Industrial,none,none
410,Smith Constructors & Engineers,(803) 345-9566,"Chapin, SC 29036",246 Columbia Ave,General ContractorsBuilding Contractors-Commercial & Industrial,none,none
411,Kirk Commercial Construction,(803) 250-2495,"Columbia, SC 29201",1625 Bluff Rd,General ContractorsBuilding Construction ConsultantsBuilding Contractors,none,none
412,Metts Construction Company,(803) 600-0685,"Columbia, SC 29203",5623 Fairfield Rd,General ContractorsBuilding Construction ConsultantsBuilding Contractors,none,none
413,Dogwood Creek Construction,(803) 673-2678,"Winnsboro, SC 29180",1351 Bookman Loop,General ContractorsBuilding Construction ConsultantsBuilding Specialties,none,none
414,Johnson & Lesley Construction Co Inc,(803) 609-2529,"Columbia, SC 29205",4703 Datura Rd,General ContractorsBuilding Construction ConsultantsBuilding Contractors,none,none
415,John Henry Stanley Construction,(954) 588-3682,"Columbia, SC 29204",11 Bayview Dr,General ContractorsBuilding SpecialtiesBuilding Contractors,none,none
416,South Carolina Development Corp,(803) 733-8291,"Columbia, SC 29205",1042 Adeline Dr,General Contractors,none,none
417,Ninefx Inc,(803) 767-4236,"Columbia, SC 29205",2744 Heyward St,General ContractorsBuilding Specialties,none,none
418,Contour Mining & Construction,(803) 661-8449,"Columbia, SC 29205",280 Millwood Ave,General ContractorsReal Estate Developers,none,none
419,Freeland Construction,(803) 738-8044,"Columbia, SC 29204",1320 Ivy Ln,General Contractors,none,none
420,Alder's Gate,(803) 376-8991,"Columbia, SC 29205",731 Sims Ave,General ContractorsReal Estate Developers,none,none
421,Jimmy Rivers Used Foreign Car,(803) 254-1214,"Columbia, SC 29204",1620 Carnegie St,General ContractorsBuilding SpecialtiesDemolition Contractors,none,none
422,Palmetto Controls,(803) 239-2492,"Columbia, SC 29205",3101 Carlisle St,General ContractorsBuilding Specialties,none,none
423,Athena Technologies Inc,(803) 790-4483,"Columbia, SC 29205",3700 Rosewood Dr,General ContractorsBuilding Specialties,none,none
424,Bethel Construction Of South Carolina,(803) 754-4078,"Columbia, SC 29203",6209 N Main St,General ContractorsReal Estate Developers,none,none
425,Not Another Contractor,(803) 240-8464,"Columbia, SC 29205",1213 Suber St,General Contractors,none,none
426,Footsteps 2 Success Inc,(803) 361-7415,"Columbia, SC 29203",1114 Cramer Dr,General ContractorsBuilding Specialties,none,none
427,Aja Construction Services,(803) 281-0602,"Columbia, SC 29203",6322 N Main St,General Contractors,none,none
428,Babcock,(803) 735-0600,"Columbia, SC 29204",1203 Carter St,General ContractorsBuilding Specialties,none,none
429,Douglas and Company,(803) 945-0301,"Chapin, SC 29036",305 Lexington Ave,General Contractors,none,none
430,Aa Ark Home Builders,(803) 333-0066,"Columbia, SC 29203",5 Avocet Ct,General ContractorsReal Estate Developers,none,none
431,M G Suber & Associates,(803) 764-5797,"Columbia, SC 29204",3830 Forest Dr,General ContractorsBuilding Specialties,none,none
432,Ajs Construction,(803) 920-5306,"Columbia, SC 29230",PO Box 3198,General Contractors,none,none
433,Women's Care Center,(803) 261-8378,"Columbia, SC 29203",6305 Farrow Rd,General ContractorsBuilding Specialties,none,none
434,Winegard Const Co,(803) 776-3464,"Columbia, SC 29209",5812 Indian Mound Rd,General Contractors,none,none
435,T.C. M. and Associates,(803) 261-3948,"Columbia, SC 29206",4344 Chicora St,General ContractorsHome Improvements,none,none
436,Lle Construction Group,(803) 569-6389,"Columbia, SC 29223",6039 Fairwold St,General ContractorsReal Estate Developers,none,none
437,North American Dismantling & Demolition,none,none,none,General ContractorsEnvironmental & Ecological ConsultantsGrading Contractors,none,none
438,Gist Inc,(803) 345-0039,"Chapin, SC 29036",1839 Chapin Rd,General ContractorsGrading ContractorsExcavation Contractors,none,none
439,Coburn Contractors,(803) 783-0160,"Columbia, SC 29209",6439 Garners Ferry Rd,General Contractors,none,none
440,Sejwad V,(803) 695-1111,"Columbia, SC 29209",7329 Garners Ferry Rd,General ContractorsBuilding Specialties,none,none
441,Sensor Electronic Technology Inc,(803) 647-9757,"Columbia, SC 29209",110 Atlas Ct,General ContractorsBuilding Specialties,none,none
442,Clarence & Clarence Constructi,(803) 463-0982,"Columbia, SC 29209",7909 Richard St,General ContractorsBuilding Specialties,none,none
443,Melloul Blamey,(803) 741-2595,"Columbia, SC 29223",7473 Parklane Rd,General Contractors,none,none
444,R Belton Consulting,(803) 753-8722,"Columbia, SC 29223",412 Weddell St,General ContractorsDrywall ContractorsConstruction Management,none,none
445,Boss's Pinnacle Point,(803) 419-0669,"Columbia, SC 29223",1021 Pinnacle Point Dr,General ContractorsBuilding Specialties,none,none
446,C Simmons Construction Inc,(803) 469-7483,"Sumter, SC 29150",none,General ContractorsGrading ContractorsPaving Contractors,none,none
447,Straight Edge Painting,(803) 238-7769,"West Columbia, SC 29171",none,General ContractorsHome ImprovementsAltering & Remodeling Contractors,none,none
448,Action Builders Of Prosperity,(803) 331-3038,"Columbia, SC 29212",none,General ContractorsHome ImprovementsBuilding Construction Consultants,none,none
449,Radio Fence Of The Midlands,(803) 422-9533,"Columbia, SC 29205",none,General Contractors,none,none
450,Luna,(877) 346-8730,"Columbia, SC 29201",none,General Contractors,none,none
451,Hazelwood Construction,(803) 937-4456,"Columbia, SC 29209",none,General Contractors,none,none
452,The Grout Doctor-Lexington,(803) 356-0128,none,none,General ContractorsBuilding Restoration & PreservationKitchen Planning & Remodeling Service,none,none
453,Carbra Construction,(803) 764-7915,none,none,General ContractorsBuilding ContractorsHome Builders,none,none
454,G&W Fencing,(803) 381-7218,none,none,General ContractorsBuilding Contractors,none,none
455,Burton Professional Coatings,(803) 348-8377,none,none,General ContractorsHome ImprovementsPainting Contractors,none,none
456,Coogler Construction Company Inc,(803) 781-7411,none,none,General ContractorsGrading ContractorsHome Builders,none,none
457,Farnum & Reed Builders,(803) 331-8081,none,none,General Contractors,none,none
458,Rayl Construction,(803) 261-2200,"Columbia, SC 29206",319 Springwood Rd,General ContractorsAltering & Remodeling ContractorsBathroom Remodeling,(2),none
459,MB Kahn Construction Co Inc,(803) 754-0165,"Columbia, SC 29223",120 Corporate Ln,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
460,Malphrus Construction Company Inc,(803) 743-4580,"Columbia, SC 29206",5040 Chesnut Rd,General ContractorsReal Estate DevelopersPlumbers,none,none
461,Monteray Construction Company,(803) 776-7580,"Columbia, SC 29209",1320 Veterans Rd,General ContractorsReal Estate DevelopersBuilding Contractors,none,none
462,Indigo Construction,(803) 787-4002,"Columbia, SC 29206",5202 Lakeshore Dr,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
463,Preferred Construction Co Inc,(803) 754-0888,"Columbia, SC 29203",1100 Buckner Rd,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
464,Hammer Construction,(803) 783-7035,"Columbia, SC 29209",785 Hampton Creek Way,General ContractorsConstruction ManagementHome Builders,none,none
465,Cherokee Inc,(803) 776-4870,"Columbia, SC 29209",6928 Cheval St,General ContractorsAltering & Remodeling ContractorsPaving Contractors,none,none
466,Buchanan Construction,(803) 695-2123,"Columbia, SC 29205",2800 William Tuller Dr,General Contractors,none,none
467,P G C & E,(803) 754-1090,"Columbia, SC 29203",5307 N Main St,General Contractors,none,none
468,North American Dismantling & Demolition,none,none,none,General ContractorsEnvironmental & Ecological ConsultantsGrading Contractors,none,none
469,Cohn Incorporated,(803) 771-0700,"Columbia, SC 29205",722 King St,General Contractors,none,none
470,Bullock General Contracting,(803) 513-6969,"Columbia, SC 29201",none,General ContractorsReal Estate DevelopersHome Centers,none,none
471,Farnum & Reed Builders,(803) 331-8081,"Columbia, SC 29229",none,General ContractorsReal Estate Developers,none,none
472,MacDermott Repairs & Construction,(803) 238-5199,none,none,General ContractorsAltering & Remodeling ContractorsHome Improvements,none,none
473,Contractor Seminars,(803) 772-9596,none,none,General ContractorsBuilding Contractors-Commercial & Industrial,none,none
474,Sacon Inc,(803) 779-8200,none,none,General Contractors,none,none
475,Prohisto,(803) 407-0506,none,none,General ContractorsBuilding Specialties,none,none
476,GMK Associates Inc,(803) 256-0000,"Columbia, SC 29201",1201 Main St Ste 2100,General ContractorsArchitects & Builders ServicesArchitectural Engineers,none,none
477,Remodeling Services Unlimited,(803) 765-9363,"Columbia, SC 29201",914 Richland St,General ContractorsConstruction ConsultantsAltering & Remodeling Contractors,(1),BBB Rating: A+
478,Celtic Works Inc,(803) 251-4410,"Columbia, SC 29201",1310 Pulaski St Unit A,General ContractorsBuilding ContractorsHome Builders,none,none
479,Full House Repair & Renovations,(803) 754-5850,"Columbia, SC 29203",1717 Peeples St,General ContractorsBathroom RemodelingHome Improvements,none,none
480,Kirlin John J Inc,(803) 732-3559,"Columbia, SC 29212",6 Harbison Way,General ContractorsMechanical ContractorsPlumbing Contractors-Commercial & Industrial,none,none
481,C M S Inc,(803) 732-5558,"Irmo, SC 29063",530 Vision Ct,General ContractorsGutters & DownspoutsRoofing Contractors,(2),none
482,Gillespy Tile,(803) 413-7231,"West Columbia, SC 29169",125 Springfield Dr,General ContractorsTile-Contractors & DealersHome Centers,(1),none
483,Dick Wohlers Homes Inc,(803) 381-0124,"Chapin, SC 29036",140 Rum Gully Ln,General ContractorsHome BuildersAltering & Remodeling Contractors,(1),none
484,Builders Prosource,(803) 731-1700,"Columbia, SC 29212",4020 Fernandina Rd,General ContractorsHome Builders,(1),BBB Rating: A+
485,Full Draw Restoration Services,(803) 936-2111,"Chapin, SC 29036",139 Chapin Rd,General ContractorsFire & Water Damage RestorationBuilding Restoration & Preservation,(1),none
486,Columbia Home Improvement Co,(803) 781-2611,"Columbia, SC 29212",437 Winding Way,General ContractorsRoofing Services ConsultantsGutters & Downspouts,(1),BBB Rating: A+
487,Solutions Heating & Air,(803) 210-7706,"Columbia, SC 29210",HARROGATE Rd,"General ContractorsHeating Contractors & SpecialtiesBoilers Equipment, Parts & Supplies",(1),none
488,Schrader Kitchens & Furniture,(803) 309-5666,"Columbia, SC 29201",326 Lincoln St,General ContractorsCabinet MakersKitchen Planning & Remodeling Service,(1),none
489,Tru Bilt Homes Inc,(803) 345-5616,"Chapin, SC 29036",213 Olin Slice Rd,General ContractorsHome Builders,(2),none
490,Shipley's Manufactured Homes,(803) 794-5387,"West Columbia, SC 29169",1945 Augusta Rd,General ContractorsMobile Home Repair & ServiceMobile Home Dealers,(2),none
491,New Start Homes LLC,(803) 939-0507,"West Columbia, SC 29169",3685 Leaphart Rd Ste C,General ContractorsHome BuildersBuilding Construction Consultants,none,none
492,Halcyon Inc,(803) 732-9644,"Irmo, SC 29063",7210 Broad River Rd Ste I,General ContractorsReal Estate ManagementReal Estate Consultants,(1),none
493,S & J Residential Specialty Builders,(803) 297-2571,"Gilbert, SC 29054",163 Westfork Rd,General ContractorsDeck BuildersAltering & Remodeling Contractors,none,none
494,Truevision Builders Inc.,(803) 238-8517,"Columbia, SC 29210",4706 Bonnie Forest Blvd,General ContractorsHome Builders,none,none
495,CMS Roofing,(803) 732-5558,"Irmo, SC 29063",530 Vision Ct,General ContractorsRoofing Services ConsultantsRoofing Contractors,none,none
496,Danco Construction,(803) 892-1997,"Gilbert, SC 29054",3665 Augusta Hwy,General ContractorsMasonry ContractorsBuilding Contractors,none,none
497,Builder's Hardware of South Carolina INC,(803) 699-2633,"West Columbia, SC 29169",836 Sox Street,General ContractorsCabinetsBuilders Hardware,none,none
498,Dillon Supply Company,(803) 779-0640,"West Columbia, SC 29170",320 Orchard Dr,General ContractorsSteel Distributors & WarehousesMetal-Wholesale & Manufacturers,none,none
499,North American Dismantling & Demolition,none,none,none,General ContractorsEnvironmental & Ecological ConsultantsGrading Contractors,none,none
500,Central Equipment Co Inc,(803) 779-2390,"West Columbia, SC 29172",127b Overland Dr,General ContractorsOffice Furniture & Equipment-Renting & LeasingRental Service Stores & Yards,none,none
501,Nation Custom Builders,(803) 807-8140,"West Columbia, SC 29170",4115 Edmund Hwy,General ContractorsBathroom RemodelingAltering & Remodeling Contractors,none,none
502,China Construction,(803) 771-2777,"Columbia, SC 29212",700 Saturn Pkwy,General ContractorsConstruction ManagementSnow Removal Service,none,none
503,Congaree Builders Inc,(803) 955-0670,"Gaston, SC 29053",242 Jacques Haven Rd,General ContractorsDeck BuildersAltering & Remodeling Contractors,none,none
504,KMS Masonry,(803) 781-3561,"Irmo, SC 29063",1045 Amick Dr,General ContractorsMasonry Contractors-Commercial & IndustrialAltering & Remodeling Contractors,none,none
505,DLP Construction,(803) 732-3070,"Irmo, SC 29063",835 Kennerly Rd,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
506,Richardson Construction Co,(803) 691-2051,"Columbia, SC 29203",6806 Monticello Rd,General ContractorsConstruction ManagementHome Builders,none,none
507,C Vance General Contractors,(803) 252-0452,"Columbia, SC 29203",3212 Howell Ave,General ContractorsBuilding Contractors-Commercial & IndustrialHome Builders,none,none
508,Williams Scotsman,(803) 781-0412,"Irmo, SC 29063",10724 Broad River Rd,General ContractorsBuildings-PortableTrailer Renting & Leasing,none,none
509,Grier Roofing,(803) 606-8543,"Columbia, SC 29210",434 Jamil Rd,General ContractorsRoofing ContractorsRoofing Services Consultants,none,none
510,Great Southern Homes,(803) 699-4734,"Irmo, SC 29063",90 N Royal Tower Dr,General ContractorsHome BuildersBuilding Contractors,none,none
511,"Madison Homebuilders - West Columbia, SC",(803) 936-1011,"West Columbia, SC 29172",2435 Fish Hatchery Road,General ContractorsHome BuildersHome Design & Planning,none,none
512,Columbia Cooling & Heating Co,(803) 765-0430,"Columbia, SC 29201",2320 Wayne St,General ContractorsAltering & Remodeling ContractorsMechanical Contractors,none,none
513,Bonitz Flooring Group Inc,(803) 799-0181,"Columbia, SC 29201",645 Rosewood Dr,General ContractorsFlooring ContractorsCarpet & Rug Dealers,none,none
514,Rumsey Construction & Restoration,(803) 764-0222,"Columbia, SC 29201",920 Hemlock Dr,General ContractorsFire & Water Damage RestorationHome Builders,none,none
515,Siding Plus,(803) 606-1432,"Columbia, SC 29212",1517 N Woodstream Rd,General ContractorsHardwoodsHome Improvements,none,none
516,Blythe Building Company,(803) 749-2112,"Columbia, SC 29212",1492 Lake Murray Blvd,General ContractorsHome BuildersReal Estate Developers,none,none
517,Carolina Sunrooms,(803) 939-9090,"West Columbia, SC 29170",2304 Airport Blvd,General ContractorsSunrooms & SolariumsDeck Builders,none,none
518,Full House Repairs & Renov,(803) 606-7207,"Columbia, SC 29210",216 Luther Rd,General ContractorsAltering & Remodeling ContractorsHome Improvements,none,none
519,Carlisle Associates,(803) 252-3232,"Columbia, SC 29201",1015 Gervais St,General ContractorsArchitectsArchitects & Builders Services,none,none
520,Ron's Kitchens & Baths,(803) 799-7313,"Columbia, SC 29205",722 S Edisto Ave,General ContractorsKitchen Cabinets & Equipment-HouseholdCabinets,none,none
521,Sealmaster,(803) 939-9100,"West Columbia, SC 29169",3203 Leaphart Rd,General ContractorsAsphalt Paving & SealcoatingPaving Equipment,none,none
522,Universal Windows Direct of Columbia,(803) 794-4300,"Cayce, SC 29033",644 Mcduffie St,General ContractorsWindowsBuilding Materials,none,none
523,Penhall Company,(803) 250-2424,"West Columbia, SC 29172",210 Bray Park Rd,General ContractorsDemolition ContractorsConcrete Contractors,none,none
524,USA Insulation of Columbia,(803) 888-7000,"Columbia, SC 29201",2121 Wayne St,General ContractorsInsulation ContractorsBuilding Contractors,none,none
525,Blue Collar Experts,(803) 465-5916,"Irmo, SC 29063",109 Coopers Hawk Cir,General ContractorsGrading ContractorsBuilding Contractors,none,none
526,Turtle's Backyard Designs,(803) 724-8224,"Gilbert, SC 29054",3507 Driftwood Point Rd,General ContractorsConstruction ManagementBuilding Contractors,none,none
527,Collins And Wright Inc,(803) 735-0402,"Columbia, SC 29203",103 Sunbelt Blvd,General ContractorsDrywall ContractorsPlastering Contractors,none,none
528,Rogers Construction Engineering,(803) 708-2573,"Columbia, SC 29205",2318 Devine St,General ContractorsBuilding ContractorsBuilding Construction Consultants,none,none
529,Trane-Carolina Plains,(803) 936-4700,"West Columbia, SC 29169",111 Lott Ct,General ContractorsAir Conditioning Contractors & Systems,none,none
530,North American Dismantling & Demolition,none,none,none,General ContractorsEnvironmental & Ecological ConsultantsGrading Contractors,none,none
531,Precision Walls Inc,(803) 939-9168,"West Columbia, SC 29169",3207 Leaphart Rd,General ContractorsDrywall ContractorsTrusses-Construction,none,none
532,Boykin Contracting Inc,(803) 926-4930,"West Columbia, SC 29169",3300 Sunset Blvd,General ContractorsElectricians,none,none
533,All Type Fence & Deck LLC,(803) 255-8973,"Columbia, SC 29210",4 Bush River Ct,"General ContractorsFence-Sales, Service & ContractorsDeck Builders",none,none
534,Kms Incorporated,(803) 796-9995,"West Columbia, SC 29170",3401 Platt Springs Rd,General ContractorsSheet Metal WorkSheet Metal Fabricators,none,none
535,C R Jackson Inc,(803) 750-6070,"Columbia, SC 29210",100 Independence Blvd,General ContractorsAsphalt Paving & SealcoatingGrading Contractors,none,none
536,S&Me Inc,(803) 561-9024,"Columbia, SC 29210",134 Suber Rd,General ContractorsConsulting EngineersEnvironmental & Ecological Consultants,none,none
537,Home Services at The Home Depot,(803) 306-6323,"Columbia, SC 29212",5200 Fernandina Rd,General ContractorsHome Improvements,none,none
538,Bobbitt Design Build,(803) 731-5550,"Columbia, SC 29210",500 Lawand Dr Ste 103,General ContractorsArchitects,none,none
539,Cb&I,(803) 740-5590,"Irmo, SC 29063",121 Hunter Village Dr,General ContractorsRental Vacancy Listing Service,none,none
540,Dennis Corporation,(803) 252-0991,"Columbia, SC 29201",1800 Huger St,General ContractorsCivil EngineersConsulting Engineers,none,none
541,Action Labor,(803) 256-6010,"Columbia, SC 29201",2111 Wayne St,General ContractorsTemporary Employment AgenciesEmployment Agencies,none,none
542,Belfor Property Restoration,(803) 772-9922,"Columbia, SC 29201",300 Catawba St,General ContractorsWater Damage RestorationFire & Water Damage Restoration,none,none
543,Edens,(803) 254-1444,"Columbia, SC 29201",1221 Main St Ste 1000,General ContractorsReal Estate ManagementReal Estate Developers,none,none
544,Quackenbush Architects and Planners,(803) 771-2999,"Columbia, SC 29201",1217 Hampton St,General ContractorsArchitectsArchitects & Builders Services,none,none
545,Sloan Construction Asphalt Plant,(803) 771-6541,"Columbia, SC 29201",630 Rosewood Dr,General ContractorsConstruction ManagementExcavation Contractors,none,none
546,W B Guimarin & Co,(803) 256-0515,"Columbia, SC 29201",1124 Bluff Industrial Blvd,General ContractorsMechanical ContractorsPlumbers,none,none
547,Precision Home Improvements,(803) 749-9200,"Irmo, SC 29063",213 Headwater Cir,General ContractorsRoofing ContractorsAltering & Remodeling Contractors,none,none
548,Joe Morris Builders,(803) 772-7028,"Columbia, SC 29210",419 Leton Dr,General ContractorsHome BuildersAltering & Remodeling Contractors,none,none
549,Toma Construction,(803) 781-7309,"Columbia, SC 29212",1726 Quail Vly E,General ContractorsBuilding Construction ConsultantsAltering & Remodeling Contractors,none,none
550,Boyles Construction Company,(803) 309-8433,"Columbia, SC 29210",1833 Broad River Rd Apt 105,General ContractorsHandyman ServicesHome Improvements,none,none
551,Monroe Construction,(803) 781-1321,"Irmo, SC 29063",108 Stockland Rd,General ContractorsBuilding ContractorsHome Builders,none,none
552,Residential Roofing Service,(803) 256-3022,"Columbia, SC 29201",3028 Columbia Ave,General ContractorsRoofing ContractorsHome Improvements,none,none
553,Homeowners Services,(803) 771-6408,"Columbia, SC 29205",531 Edisto Ave,General ContractorsHome ImprovementsBuilding Contractors,none,none
554,ASC Construction Equipment,(803) 791-0740,"Cayce, SC 29033",2303 Airport Blvd,General ContractorsConstruction & Building EquipmentMining Equipment & Supplies,none,none
555,All American Quality Builders,(803) 413-8525,"West Columbia, SC 29170",3630 Delree St,"General ContractorsDeck BuildersFence-Sales, Service & Contractors",none,none
556,Construction Specialties,(803) 463-0827,"Columbia, SC 29210",111 Executive Pointe Blvd Ste D,General ContractorsHome BuildersAltering & Remodeling Contractors,none,none
557,Christopher D Pamela S Stck,(803) 739-5847,"West Columbia, SC 29169",1324 Canary Dr,General ContractorsBuilding ContractorsAltering & Remodeling Contractors,none,none
558,MSI Construction,(803) 796-3324,"West Columbia, SC 29169",745 Greenwood Rd,General ContractorsMechanical ContractorsHome Builders,none,none
559,L & L Total Home Improvements,(803) 665-5578,"Irmo, SC 29063",118 Tamworth Ct,General ContractorsHome ImprovementsLandscape Contractors,none,none
560,"Bailey & Yobs, Inc.",(803) 939-1331,"Cayce, SC 29033",1000 N Eden Dr,General ContractorsConstruction ConsultantsBuilding Contractors,none,none
561,North American Dismantling & Demolition,none,none,none,General ContractorsEnvironmental & Ecological ConsultantsGrading Contractors,none,none
562,McCants Roofing & Remodeling,(803) 309-0982,"Columbia, SC 29210",2801 Diane Dr,General ContractorsRoofing ContractorsAltering & Remodeling Contractors,none,none
563,Bobbitt Design Build,(803) 731-5550,"Columbia, SC 29201",1927 Thurmond Mall,General ContractorsMetal BuildingsAltering & Remodeling Contractors,none,none
564,Columbia Roofers,(803) 610-2951,"Columbia, SC 29202",1601 Assembly St Unit 7576,General ContractorsRoofing ContractorsRoofing Services Consultants,none,none
565,Reeves Construction,(803) 376-1887,"Columbia, SC 29201",645 Rosewood Dr,General ContractorsBuilding ContractorsBuilding Contractors-Commercial & Industrial,none,none
566,Palmetto Industrial Construction Co Inc,(803) 739-0381,"Gaston, SC 29053",831 Old Wire Rd,General ContractorsHome BuildersAltering & Remodeling Contractors,none,none
567,George Little Construction Co,(803) 252-7437,"Columbia, SC 29205",650 S Edisto Ave,General ContractorsKitchen Planning & Remodeling ServiceAltering & Remodeling Contractors,none,none
568,"Glenn Culley, Jr Home Improvement",(803) 479-7500,"West Columbia, SC 29170",208 Fox Crossing Rd,General ContractorsWindowsAltering & Remodeling Contractors,none,none
569,Dorn Construction,(803) 356-0311,"West Columbia, SC 29170",323 Steele Rd,General ContractorsGrading ContractorsConcrete Contractors,none,none
570,Southern Industrial Constructors,(803) 781-8067,"Irmo, SC 29063","200 Planters Dr Columbia, SC 29209",General ContractorsHome BuildersInsulation Contractors,none,none
571,Hallmark Roofing & Sheet Metal,(803) 794-1585,"West Columbia, SC 29169",709 Oakland Ave,General ContractorsSheet Metal WorkRoofing Contractors,none,none
572,Coleman Snow Consultants,(803) 822-0333,"West Columbia, SC 29170",101 Trade Zone Dr Ste 16a,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
573,Taurus Construction,(803) 739-2000,"West Columbia, SC 29169",2212 Platt Springs Rd,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
574,Crouch Construction,(803) 781-7302,"Irmo, SC 29063",100 Muskrat Run,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
575,Priority Construction Co Inc,(803) 755-3187,"West Columbia, SC 29172",2604 Fish Hatchery Rd,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
576,Core Construction Co,(803) 791-0388,"West Columbia, SC 29169",1315 Platt Springs Rd,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
577,Priority Construction Co,(803) 755-3189,"West Columbia, SC 29172",1855 Fish Hatchery Rd,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
578,Gainwell Construction,(803) 929-0069,"Columbia, SC 29201",230 Huger St,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
579,New South Construction,(803) 445-1616,"Columbia, SC 29201",705 Park St,General ContractorsHome BuildersConstruction Management,none,none
580,Weber Construction Co,(803) 781-0473,"Irmo, SC 29063",11134 Broad River Rd Ste A,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
581,Adams Robinson Construction,(803) 779-1225,"Columbia, SC 29201",1200 Simmon Tree Ln,General ContractorsHome BuildersConstruction Consultants,none,none
582,Herc Rentals,(803) 786-2900,"Columbia, SC 29203",131 Cort Rd,General ContractorsContractors Equipment RentalTool Rental,none,none
583,Hall's Custom Cabinets & Remodeling,(803) 755-6811,"West Columbia, SC 29170",2093 Sams Elbow Rd,General ContractorsKitchen Planning & Remodeling ServiceBathroom Remodeling,none,none
584,Weathers Contracting Company Inc,(803) 796-9082,"West Columbia, SC 29169",2543 Morningside Dr Ste C,General ContractorsSteel ErectorsMetal Buildings,none,none
585,Community Builders,(803) 917-1553,"Columbia, SC 29212",109 Forest Fern Rd,General ContractorsHome BuildersHome Improvements,none,none
586,L & B Drywall & Painting,(803) 739-8323,"Gaston, SC 29053",1337 Woodtrail Dr,General ContractorsPainting ContractorsHome Improvements,none,none
587,Robinson Restoration Cleaners,(803) 765-9981,"Columbia, SC 29201",847 S Stadium Rd,General ContractorsFire & Water Damage RestorationAltering & Remodeling Contractors,none,none
588,Ryan Homes,(803) 356-0168,"West Columbia, SC 29170",301 Southmen Ln,General ContractorsHome Builders,none,none
589,D R Horton America's Builder,(803) 926-8018,"West Columbia, SC 29170",110 Parrish Pond Dr,General ContractorsHome Builders,none,none
590,Masters Men Construction & Remodeling,(803) 210-6918,"Columbia, SC 29210",400 Pittsdowne Rd,General ContractorsAltering & Remodeling ContractorsHome Improvements,none,none
591,TRP Contractors,(803) 731-2957,"Columbia, SC 29210",1131 Susan Rd,General ContractorsRoofing Contractors,none,none
592,North American Dismantling & Demolition,none,none,none,General ContractorsEnvironmental & Ecological ConsultantsGrading Contractors,none,none
593,Galloway Family Homes,(803) 407-3762,"Irmo, SC 29063",10100 Broad River Rd,General ContractorsHome BuildersReal Estate Developers,none,none
594,M T Price Construction,(803) 939-0042,"West Columbia, SC 29170",2015 Johnson Marina Rd,General ContractorsRoofing ContractorsSheet Metal Work,none,none
595,West Shore Home,(803) 832-2273,"Cayce, SC 29033",1735 12th St,General ContractorsBathroom RemodelingHome Improvements,none,none
596,Premiere Roofing,(803) 732-3322,"Irmo, SC 29063",1005 Bickley Rd,General ContractorsRoofing ContractorsSiding Contractors,none,none
597,Der Kitchens,(803) 779-3003,"Columbia, SC 29201",2501 Main St,General ContractorsKitchen Planning & Remodeling ServiceAltering & Remodeling Contractors,none,none
598,Crowder Construction,(803) 781-4871,"Irmo, SC 29063",1183 Shadywood Ln,General ContractorsHome Builders,none,none
599,Ryan Homes,(803) 732-0118,"Irmo, SC 29063",432 Newton Rd,General ContractorsHome Builders,none,none
600,Ryan Homes,(803) 661-6225,"Irmo, SC 29063",509 Newton Rd,General ContractorsHome Builders,none,none
601,Cary Reconstruction Co,(803) 783-0550,"West Columbia, SC 29169",101 Corporate Blvd Ste 103,General ContractorsBuilding ContractorsBuilding Construction Consultants,none,none
602,Penhall Company,(803) 250-2424,"Cayce, SC 29033",2208 Memorial Dr,General ContractorsDemolition ContractorsConcrete Contractors,none,none
603,Mr. Plumber,(803) 796-5788,"West Columbia, SC 29169",1331 B Ave,General ContractorsPlumbersSewer Contractors,none,none
604,Weber Construction Co,(803) 781-0473,"Irmo, SC 29063",1005 Bickley Rd,General ContractorsBuilding ContractorsBuilding Construction Consultants,none,none
605,Bailey & Yobs Inc,(803) 939-1330,"Cayce, SC 29033",722 Moss Creek Dr,General ContractorsBuilding Contractors,none,none
